STN Code,Sampling Date,Month,Sampling Time,Stn Name,Type Water Body,Name Of Water Body,River Basin,District,State Name,Mon Agency,Frequency,Major Polluting Sources,Use Based Class, Use of Water in Down Stream, Visibility Effluent Discharge,Weather,Approx Depth,Human Activities,Floating Matter,Color,Odor,Flow,Temperature,Dissolved O2,pH,Conductivity,BOD,Nitrate N,Fecal Coliform,Total Coliform,Fecal Streptococci,Turbidity,Phenophelene Alkanity,Total Alkalinity,Chlorides,COD,Total Kjeldahl N,Amonia N,Hardness CaCo3,Calcium CaCo3,Magnesium CaCo3,Sulphate,Sodium,Total Dissolved Solids,Total Fixed Solids,Total Suspended Solids,Phosphate,Boron,Potassium,Flouride,Remark,latitude,longitude
2709,08-06-2025,Aug,15:00:00,"Tansa river near road bridge, Village. Dakewali, Taluka. Wada, District. Thane.",River,Tansa ,Tansa ,Thane,Maharashtra,Maharashtra PCB,Monthly,,A (Drinking Water source without conventional treatment but after disinfection),,,Clear,Less than 50cm,Others,No,Clear,Odor Free,0.0,28.0,7,7.8,876.0,3.2,0.49,6,94,1.8(BDL),1(BDL),5(BDL),330,76.98,8.0,1.5(BDL),0.4,272.0,158.0,114.0,37.02,36.48,744.0,655.0,10(BDL),0.2(BDL),0.5(BDL),3.41,0.2(BDL),,19° 29.111’,73° 04.944’
2712,08-06-2025,Aug,15:30:00,"Vaitarna river near road bridge, Village. Gandhare, Taluka. Wada, District. Thane.",River,Vaitarna ,Vaitarna ,Thane,Maharashtra,Maharashtra PCB,Monthly,,A (Drinking Water source without conventional treatment but after disinfection),,,Clear,Less than 50cm,Others,No,Clear,Odor Free,0.0,28.0,6.9,7.9,901.0,3.0,0.34,6,110,1.8(BDL),1(BDL),5(BDL),332,75.98,28.0,1.5(BDL),0.4,266.0,162.0,104.0,38.85,50.55,765.0,674.0,10(BDL),0.2(BDL),0.5(BDL),4.11,0.2(BDL),,19° 37.957’,73° 07.799’
1461,08-06-2025,Aug,12:00:00,"Bhatsa river at D/s of Pise Dam, Village. Pise, Taluka. Bhiwandi, District. Thane.",River,Bhatsa ,Bhatsa ,Thane,Maharashtra,Maharashtra PCB,Monthly,,No Information,,,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,30.0,7.2,7.8,171.0,3.0,0.89,1.8(BDL),94,1.8(BDL),1(BDL),5(BDL),80,12,8.0,2.24,0.4,80.0,40.0,40.0,5(BDL),7.66,145.0,126.0,10(BDL),0.28,0.5(BDL),1(BDL),0.2(BDL),,19°18.919',73°10.991 '
2185,08-05-2025,Aug,16:00:00,Vashi Creek at Vashi Bridge,Creek,Vashi Creek,,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Fishing,Yes,Clear,,1.0,29.0,4.4,7.5,13580.0,12.0,1.1,140,540,,1(BDL),5(BDL),116,4448.62,132.0,2.24,0.4,1420.0,250.0,1170.0,639.4,2054,11210.0,9864.0,37,0.2(BDL),0.5(BDL),99.2,0.4,,19°03.832’,72°58.682’
2184,08-04-2025,Aug,01:25:00,Vashi Creek at Airoli Bridge,Creek,Vashi Creek,,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,26.0,4.5,7.2,1866.0,14.0,0.69,110,920,,15.6,5(BDL),186,485.85,72.0,2.24,1.23,262.0,106.0,156.0,74.8,242,1578.0,1389.0,53,1.36,0.5(BDL),31.6,0.2(BDL),,19°08.997’,72°59.031’
5793,08-04-2025,Aug,02:25:00,Thane creek Flamingo Sanctuary,Creek,,,Thane,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,26.0,4.4,7.3,1874.0,12.0,0.8,38,920,,16.9,5(BDL),202,471.85,80.0,2.24,1.25,254.0,104.0,150.0,52.76,262.97,1592.0,1402.0,55,1.36,0.5(BDL),31.52,0.2(BDL),,19.148643,72.98188
1151,08-05-2025,Aug,16:25:00,"Patalganga river at Shilphata bridge, Village.Khopoli,Taluka. Khalapur, District. Raigad.",River,Patalganga ,Patalganga ,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,27.0,6.8,7.3,144.0,3.8,0.3(BDL),63,540,6,1(BDL),5(BDL),32,11,20.0,1.5(BDL),0.4,36.0,16.0,20.0,11.27,5.95,122.0,107.0,10(BDL),0.3,0.5(BDL),1(BDL),0.2(BDL),,18°48.075 ’,73°19.391’
1462,08-05-2025,Aug,13:10:00,"Patalganga river near intake of MIDC water works  (Turade w/w). Village. Turade, Taluka. Khalapur, District. Raigad.",River,Patalganga ,Patalganga ,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,28.0,7,7.6,191.0,3.4,0.54,14,130,1.8(BDL),1(BDL),5(BDL),68,17.99,16.0,1.5(BDL),0.4,72.0,36.0,36.0,15.27,5.04,165.0,145.0,10(BDL),0.33,0.5(BDL),1(BDL),0.2(BDL),,18°53.222',73°10.761 '
2685,08-05-2025,Aug,12:05:00,"Patalganga river at D/s of Kharpada bridge , Village. Kharpada, Taluka. Khalapur, District. Raigad.",River,Patalganga ,Patalganga ,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,27.0,6.6,7.7,197.0,4.0,0.63,33,220,6,1(BDL),5(BDL),72,17.99,24.0,1.5(BDL),0.4,70.0,40.0,30.0,10.94,7.6,174.0,153.0,10(BDL),0.38,0.5(BDL),1(BDL),0.2(BDL),,18° 50.259’,73° 05.339’
2686,08-05-2025,Aug,13:50:00,"Patalganga river at Vyal Pump house,  Village. Vyal,  Taluka. Khalapur, District. Raigad.",River,Patalganga ,Patalganga ,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,27.0,6.7,7.8,161.0,4.0,0.38,9.3,280,1.8(BDL),1(BDL),5(BDL),64,16.49,24.0,1.5(BDL),0.4,60.0,34.0,26.0,7.7,6.5,137.0,121.0,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),,18° 52.275’,73° 12.475’
2687,08-05-2025,Aug,14:50:00,"Patalganga river at Khalapur pumping station, Village. Khalapur, Taluka. Khalapur, District. Raigad.",River,Patalganga ,Patalganga ,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,27.0,7,7.6,225.0,3.0,0.54,14,350,1.8(BDL),1(BDL),5(BDL),82,18.99,16.0,1.5(BDL),0.4,86.0,48.0,38.0,18.29,7.65,191.0,167.0,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),,18° 49.504’,73° 17.000’
2688,08-05-2025,Aug,14:40:00,"Patalganga river at Savroli bridge, Village. Savroli,Taluka. Khalapur,District. Raigad.",River,Patalganga ,Patalganga ,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,28.0,6.8,7.7,222.0,3.2,0.54,63,540,6,1(BDL),5(BDL),84,17.99,24.0,1.5(BDL),0.4,84.0,46.0,38.0,17.5,7.5,188.0,161.0,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),,18° 49.020’,73° 17.201’
2689,08-05-2025,Aug,16:40:00,"Patalganga river at Gagangiri Maharaj Temple, Village. Khopoli, Taluka. Khalapur, District. Raigad.",River,Patalganga ,Patalganga ,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,27.0,7,7.1,55.0,3.2,0.3(BDL),40,280,1.8(BDL),1(BDL),5(BDL),26,10,16.0,1.5(BDL),0.4,20.0,12.0,8.0,5(BDL),5(BDL),51.0,44.0,10(BDL),0.24,0.5(BDL),1(BDL),0.2(BDL),,18° 47.216’,73° 21.164’
2803,08-05-2025,Aug,18:15:00,"Panvel creek at Kopra bridge, Village. Kopra,Taluka. Panvel, District. Raigad.",Creek,Panvel ,Panvel ,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,Others,Yes,Clear,,0.0,27.0,6.8,7.4,193.0,3.4,0.63,130,540,,1(BDL),5(BDL),72,18.99,20.0,1.5(BDL),0.4,74.0,42.0,32.0,11.89,9.65,162.0,143.0,10(BDL),0.22,0.5(BDL),1(BDL),0.2(BDL),,19° 02.053’,73° 04.997’
1152,08-06-2025,Aug,16:05:00,"Kundalika river at Roha bridge,  Village.Roha, Taluka. Roha, District. Raigad.",River,Kundalika,Kundalika,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,"Bathing,Washing,Gardening,Others",Yes,Clear,,0.0,29.0,7.4,7.7,158.0,1.8,0.3(BDL),94,430,6,1(BDL),5(BDL),36,12,8.0,1.5(BDL),0.4,28.0,14.0,14.0,5(BDL),6.6,134.0,118.0,10(BDL),0.38,0.5(BDL),1(BDL),0.2(BDL),,18°26.444 ’,73°07.245’
2198,08-06-2025,Aug,15:55:00,"Kundalika river at Are Khurd (Saline zone), Village.Arekhurd,Taluka. Roha, District. Raigad.",River,Kundalika,Kundalika,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,"Bathing,Washing,Gardening,Others",Yes,Clear,,0.0,29.0,7.2,7.5,120.0,3.0,0.3(BDL),140,540,9.3,1(BDL),5(BDL),42,18.49,8.0,1.5(BDL),0.4,36.0,20.0,16.0,5(BDL),9.96,101.0,89.0,10(BDL),0.27,0.5(BDL),1(BDL),0.2(BDL),,18°28.941’,73°02.911’
2671,08-06-2025,Aug,13:45:00,"Kundalika river near Salav bridge (Saline zone), Village.Salav, Taluka. Roha, District. Raigad.",River,Kundalika,Kundalika,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,"Bathing,Washing,Gardening,Others",Yes,Clear,,0.0,29.0,6.6,7.5,13710.0,3.8,0.51,140,540,9.3,1.09,5(BDL),70,4773.52,8.0,1.5(BDL),0.4,1420.0,230.0,1190.0,380.2,2281.5,11653.0,10255.0,28,0.2(BDL),0.69,89.24,0.25,,18° 32.327’,72°56.119 ’
2672,08-06-2025,Aug,16:40:00,"Kundalika river at Dhatav at Jackwell , Village. Dhatav,Taluka. Roha, District. Raigad.",River,Kundalika,Kundalika,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,"Bathing,Washing,Gardening,Others",Yes,Clear,,0.0,29.0,7.2,7.6,99.0,2.8,0.3(BDL),33,280,1.8(BDL),1(BDL),5(BDL),32,16,28.0,1.5(BDL),0.4,28.0,16.0,12.0,5(BDL),6.25,84.0,74.0,10(BDL),0.38,0.5(BDL),1(BDL),0.2(BDL),,18° 25.819’,73° 09.819’
2651,08-06-2025,Aug,17:45:00,"Amba river at D/s of Waken bridge, Village. Waken phata, Taluka. Roha, District. Raigad. ( u/s of the jackwells of M/s Supreme Petrochemicals & MIDC )",River,Kundalika,Kundalika,Raigad,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,"Bathing,Washing,Gardening,Others",Yes,Clear,,0.0,28.0,7.4,7.8,135.0,2.8,0.3(BDL),17,220,1.8(BDL),1(BDL),5(BDL),58,12,8.0,1.5(BDL),0.4,54.0,28.0,26.0,5(BDL),6.16,113.0,100.0,10(BDL),0.31,0.5(BDL),1(BDL),0.2(BDL),,18° 31.150’,73° 09.434’
2695,08-05-2025,Aug,12:05:00,"Pedhi river near road bridge at Dadhi. Pedhi village, Village. Dadhi. Pedhi, Taluka. Bhatkuli, District. Amravati.",River,Pedhi ,Pedhi ,Amravati,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,"E (Irrigation, industrial cooling and controlled waste)",,,Clear,Less than 50cm,"Bathing,Washing",No,slightly Turbit,organic,0.5,29.0,4.3,8.1,1046.0,4.8,1.33,94,170,1.8(BDL),1(BDL),5(BDL),354,103.62,20.0,1.5(BDL),0.4,386.2,216.6,169.6,103.92,92.9,708.0,601.0,20,0.2(BDL),0.5(BDL),7.7,0.2(BDL),,20° 49.532’,77° 33.783’
2700,08-05-2025,Aug,15:00:00,"Purna river near Achalpur. Amravati road bridge, Asegaon, Village. Asegaon,Taluka. Chandur Bazar, District. Amravati.",River,Purna ,Purna ,Amravati,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,"E (Irrigation, industrial cooling and controlled waste)",,,Clear,50-100cm,"Bathing,Washing",Yes,Slightly Turbit,organic,0.7,29.0,6.6,8.5,262.0,3.6,0.31,2,4.5,1.8(BDL),1.4,9.6,145,11.8,12.0,1.5(BDL),0.4,123.0,60.4,62.6,10.42,23,194.0,163.0,19,0.2(BDL),0.5(BDL),1.8,,,20° 54.396’,77° 36.817’
5993,08-05-2025,Aug,14:05:00,Chandrabhaga river at chandur jahanpur thesil daryapur Dist- Amravati,River,,,Amravati,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,"E (Irrigation, industrial cooling and controlled waste)",,,Clear,50-100cm,"Bathing,Washing",Yes,Slightly Turbit,Odor Free,0.5,29.0,6,8.5,384.0,4.2,0.41,79,240,1.8(BDL),4.1,9,179,27.14,16.0,1.5(BDL),0.4,135.0,78.6,56.4,18.94,36.9,277.0,235.0,16,0.2(BDL),0.5(BDL),2.7,,,20.941,77.338
5994,08-05-2025,Aug,13:10:00,"Purna river at Kolhapur Tal- Daryapur, Dist- Amravati",River,,,Amravati,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,"E (Irrigation, industrial cooling and controlled waste)",,,Clear,50-100cm,"Bathing,Washing",Yes,Clear,,0.5,27.0,6.7,8.5,339.0,3.8,1.29,110,280,1.8(BDL),2.9,11.8,1952,25.44,16.0,1.5(BDL),0.4,190.8,105.4,85.4,18.94,32.1,272.0,234.0,14,ND,0.5(BDL),2.5,,,20.944,77.502
5978,08-05-2025,Aug,13:30:00,"Penganga river at washim- risod road bridge, village asegaonpen, Tal-risod, dist- washim",River,,,Amravati,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,"E (Irrigation, industrial cooling and controlled waste)",,,Clear,50-100cm,"Bathing,Washing",No,Turbit,organic,0.5,27.0,6.8,8.5,415.0,4.1,1.4,220,350,1.8(BDL),6.4,10.8,190,22.49,12.0,1.5(BDL),0.4,179.8,110.4,69.4,20.14,31.3,278.0,239.0,23,ND,0.5(BDL),2.7,,,20.0338238,76.9576
1913,08-04-2025,Aug,04:30:00,"Purna River at Dhupeshwar at u/s of Malkapur water works, Malkapur, Dist.Akola",River,Purna ,Purna ,Akola,Maharashtra,Maharashtra PCB,Monthly,,A (Drinking Water source without conventional treatment but after disinfection),,,Clear,Less than 50cm,Others,Yes,Clear,,3.0,21.0,7,8.6,496.0,4.4,3.2,79,130,1.8(BDL),55,12,196,41.04,12.0,2.24,0.51,205.2,123.6,81.6,30,42.2,340.0,285.6,22,0.2(BDL),0.5(BDL),3.4,0.2(BDL),,"20  ?09.010'N,","76  ? 33.625' E,"
2155,08-05-2025,Aug,09:10:00,"Purna river at D/s of confluence of Morna and Purna, at Andura Village, Village. Andura, Taluka. Balapur, District. Akola.",River,Morna ,Morna ,Akola,Maharashtra,Maharashtra PCB,Monthly,,A (Drinking Water source without conventional treatment but after disinfection),,,Clear,Less than 50cm,Others,Yes,Clear,,3.0,25.0,7,8.5,565.0,4.7,3.5,79,170,1.8(BDL),8.3,12.2,226,63.48,16.0,1.5(BDL),0.4,244.2,135.4,108.8,43.56,64.9,430.0,374.1,36,0.24,0.5(BDL),4.2,,,20  ?53.200N,76  ?51.364 E
2675,08-05-2025,Aug,12:10:00,Morna River D/s of Railway Bridge Akola ,River,Morna ,Morna ,Akola,Maharashtra,Maharashtra PCB,Monthly,,A (Drinking Water source without conventional treatment but after disinfection),,,Clear,Less than 50cm,Others,Yes,Clear,,3.0,25.0,4.4,7.8,768.0,9.1,2.66,130,220,1.8(BDL),1.1,5(BDL),354,57.73,32.0,1.5(BDL),0.4,345.4,187.0,158.4,45.7,60,520.0,447.2,58,0.2(BDL),0.5(BDL),8.5,,,20° 09.016’,77° 33.622’
2699,08-04-2025,Aug,09:35:00,Penganga River at Mehkar .Buldana Bridge.Akola,River,Penganga ,Penganga ,Akola,Maharashtra,Maharashtra PCB,Monthly,,A (Drinking Water source without conventional treatment but after disinfection),,,Clear,Less than 50cm,Others,Yes,Clear,,3.0,22.0,6.8,8.2,697.0,4.0,0.76,280,350,1.8(BDL),1(BDL),5(BDL),220,81.47,16.0,2.8,0.51,282.6,162.6,120.0,29.28,35.8,463.0,388.0,21,0.2(BDL),0.5(BDL),4.5,0.2(BDL),,20  ?09.010' N,"76  ? 33.625' E,"
5792,08-04-2025,Aug,10:30:00,"Lonar surovar lake, near kamalja devi temple. Tal- lonar Dist- Buldhana",Lake,,,Akola,Maharashtra,Maharashtra PCB,Monthly,,A (Drinking Water source without conventional treatment but after disinfection),,,Clear,Less than 50cm,Others,Yes,Clear,,3.0,20.0,5.6,9.7,74240.0,31.0,1.6,1.8(BDL),1.8(BDL),1.8(BDL),1.9,428,1530,1044.68,128.0,1.68,0.4,146.8,35.4,111.4,108.6,1932.5,4751.0,4038.0,18,0.2(BDL),0.5(BDL),5,,,19.9719,76.50603
1908,08-06-2025,Aug,13:25:00,"Kolar river before confluence with Kanhan river at Waregaon Bridge, Village. Waregaon, Taluka.Kamptee, District.Nagpur.",River,Kanhan ,Kanhan ,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,"E (Irrigation, industrial cooling and controlled waste)",,,Clear,Less than 50cm,"Bathing,Washing,Fishing",Yes,Clear,,0.0,22.0,5.1,8.5,713.0,4.8,1.19,110,280,1.8(BDL),1(BDL),14.2,243,65.98,24.0,2.24,0.63,301.0,176.4,124.6,68.16,57.9,478.0,387.0,26,1.11,0.5(BDL),4.1,0.2(BDL),,21° 13',79° 12'
2170,08-06-2025,Aug,14:10:00,"Kanhan river at U/s of M/s Vidarbha Paper Mills, Village. Sinora, Taluka. Parseoni, District. Nagpur.",River,Kanhan ,Kanhan ,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,"E (Irrigation, industrial cooling and controlled waste)",,,Clear,Less than 50cm,"Bathing,Washing,Fishing",Yes,Clear,,0.0,22.0,7.6,8.6,405.0,3.5,1.79,79,140,1.8(BDL),5.3,11.8,180,18.49,12.0,3.36,1.13,194.4,123.6,70.8,30.85,23.3,304.0,249.0,32,0.2(BDL),0.5(BDL),2.5,0.2(BDL),,21°12.679’,79°14.127’
2171,08-06-2025,Aug,14:15:00,"Kanhan river at D/s of M/s Vidarbha Paper Mills,  Village. Sinora, Taluka. Parseoni, District. Nagpur.",River,Kanhan ,Kanhan ,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,"E (Irrigation, industrial cooling and controlled waste)",,,Clear,Less than 50cm,"Bathing,Washing,Fishing",Yes,Clear,,0.0,22.0,7,8.6,410.0,4.4,2.08,140,280,1.8(BDL),3.1,10.8,178,16.49,20.0,2.8,0.86,189.8,125.4,64.4,30.85,26.1,274.0,230.0,54,0.2(BDL),0.5(BDL),2.6,0,,21°12.575’,79°14.203’
1315,08-07-2025,Aug,16:30:00,"Wardha river at Pulgaon Railway Bridge, Village. Pulgaon,Taluka . Wardha, District. Wardha.",River,Wardha ,Wardha ,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,"E (Irrigation, industrial cooling and controlled waste)",,,Clear,Less than 50cm,"Bathing,Fishing",Yes,Clear,,0.0,22.0,6.9,8.5,421.0,3.0,2.32,49,170,1.8(BDL),1(BDL),11.6,215,19.99,12.0,1.5(BDL),0.4,198.6,109.0,89.6,20.32,38.2,290.0,238.0,16,0.2(BDL),0.5(BDL),3.1,0.2(BDL),,20° 30’,78° 20’
1909,08-08-2025,Aug,14:20:00,"Kanhan river at D/s of Nagpur, Village. Agargaon, Taluka. Kuhi, District. Nagpur.",River,Kanhan ,Kanhan ,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,"E (Irrigation, industrial cooling and controlled waste)",,,Clear,Less than 50cm,"Bathing,Washing,Fishing",Yes,Clear,,0.0,20.0,6.4,8.2,244.0,3.6,1.09,110,170,1.8(BDL),4.3,6.8,1204,11.5,12.0,1.5(BDL),0.4,113.4,81.4,32.0,29.13,15.4,178.0,144.0,22,0.2(BDL),0.5(BDL),2.5,0.2(BDL),,21° 15',79° 08'
1910,08-08-2025,Aug,15:25:00,"Wainganga river after confluence with Kanhan river, Village. Ambhora,Taluka. Kuhi, District. Nagpur.",River,Kanhan ,Kanhan ,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,"E (Irrigation, industrial cooling and controlled waste)",,,Clear,Less than 50cm,"Bathing,Fishing,Tourism Spot",Yes,Clear,,0.0,20.0,6.2,8.2,284.0,3.8,1.14,110,220,1.8(BDL),6,5.6,120,10,12.0,1.5(BDL),0.4,118.0,80.4,37.6,29.13,13.6,216.0,177.0,12,0.2(BDL),0.5(BDL),2.3,0.2(BDL),,21° 16',79° 10'
2722,08-07-2025,Aug,13:20:00,"Wena river at U/s of Mohata Mills, near Railway bridge on Wardha – Chandrapur Railway line, Village. Hinganghat, Taluka. Hinganghat, District. Wardha.",River,Wena,Wena,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,"E (Irrigation, industrial cooling and controlled waste)",,,Clear,Less than 50cm,"Bathing,Washing,Fishing",Yes,Clear,,0.0,22.0,6.8,8.2,571.0,3.0,3.66,49,110,1.8(BDL),2.8,13.8,231,25.99,12.0,2.24,0.58,246.6,135.2,111.4,63.46,42,418.0,342.0,24,0.2(BDL),0.5(BDL),3.4,0.2(BDL),,20° 57.008’,79° 00.756’
2723,08-07-2025,Aug,13:30:00,"Wena river at D/s of Mohata Mills, near  bridge on Hinganghat. Wadner road,  Village. Hinganghat, Taluka. Hinganghat,  District. Wardha.",River,Wena,Wena,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,"E (Irrigation, industrial cooling and controlled waste)",,,Clear,Less than 50cm,"Bathing,Washing,Fishing",Yes,Clear,,0.0,22.0,6.4,8.2,543.0,3.2,3.62,110,220,1.8(BDL),2.9,14.8,233,39.99,8.0,2.24,0.58,250.0,137.8,112.2,64.04,45.8,401.0,332.0,34,0.2(BDL),0.5(BDL),3.8,0.2(BDL),,20° 32.655’,78° 48.714’
5979,08-06-2025,Aug,17:20:00,"Nag river near ambazari lake, Dist- Nagpur",River,,,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,"E (Irrigation, industrial cooling and controlled waste)",,,Clear,Less than 50cm,Others,Yes,Clear,,0.0,24.0,6.1,7.5,395.0,4.6,0.99,1600,1600,2,1.3,5(BDL),178,38.49,20.0,2.24,0.69,185.8,128.8,57.0,28.87,31,280.0,235.0,12,1.73,0.5(BDL),3.5,0.2(BDL),,,
5980,08-06-2025,Aug,15:20:00,Nag river  near bhandewadi bridge Dist- Nagpur,River,,,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,"E (Irrigation, industrial cooling and controlled waste)",,Muncipal Sewage,Clear,Less than 50cm,Others,Yes,Clear,,0.0,24.0,0.3(BDL),7.6,810.0,32.6,0.3(BDL),1600,1600,2,1(BDL),5(BDL),347,64.98,84.0,7.28,4.1,284.0,178.0,106.0,31.44,70.3,526.0,431.0,158,1.81,0.5(BDL),10,0.2(BDL),,,
5981,08-06-2025,Aug,15:00:00,"Nag river  near asoli road bridge, bhandara road, Dist- Nagpur",River,,,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,"E (Irrigation, industrial cooling and controlled waste)",,,Clear,Less than 50cm,Others,Yes,Clear,,0.0,23.0,0.3(BDL),7.4,824.0,24.8,0.3(BDL),280,1600,1.8(BDL),1.2,5(BDL),324,69.98,60.0,4.48,2.14,281.2,177.4,103.8,32.42,74.4,527.0,412.6,188,0.2(BDL),0.5(BDL),10,0.2(BDL),,,
5982,08-06-2025,Aug,12:45:00,"Pilli river  near wanjara layout, kamptee road, Dist-Nagpur",River,,,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,"E (Irrigation, industrial cooling and controlled waste)",,Muncipal Sewage,Clear,Less than 50cm,Others,Yes,Clear,,0.0,24.0,1.2,7.5,643.0,13.9,0.3(BDL),170,920,1.8(BDL),1.1,5(BDL),299,46.99,32.0,2.8,1.5,279.6,186.2,93.4,26.84,45.7,428.0,355.0,198,1.13,0.5(BDL),6.8,0.2(BDL),,,
5983,08-06-2025,Aug,11:55:00,"Pilli river  near, vill-mankapur on koradi road, Dist- Nagpur",River,,,Nagpur,Maharashtra,Maharashtra PCB,Monthly,Municipal Sewage,"E (Irrigation, industrial cooling and controlled waste)",,,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,,0.0,24.0,1.6,7.5,659.0,11.2,0.71,140,350,1.8(BDL),1(BDL),5(BDL),298,100.97,28.0,2.24,1.85,281.6,191.0,90.6,30.85,71.6,501.0,420.0,214,0.2(BDL),0.5(BDL),10,0.2(BDL),,,
2172,08-03-2025,Aug,01:50:00,"Wainganga river at D/s of Ellora Paper Mills, Village. Tumsar, Taluka. Tumsar, District. Bhandara.",River,Wainganga ,Wainganga ,Bhandara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,"Fishing,Others",Yes,Light Brown,Odourless,4.0,18.0,6,7.9,218.0,4.6,0.64,280,350,1.8(BDL),130,5(BDL),99,9.3,20.0,1.5(BDL),0.4,102.6,77.0,25.6,21.48,13.1,160.0,136.0,64,0.2(BDL),0.5(BDL),2.2,0.2(BDL),,21°21.307’,79°47.943’
2173,08-03-2025,Aug,01:30:00,"Wainganga river at U/s of Ellora Paper Mills, Village. Tumsar, Taluka. Tumsar, District. Bhandara.",River,Wainganga ,Wainganga ,Bhandara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),,Industrial,Clear,Less than 50cm,"Fishing,Others",Yes,Light Brown, Odourless,4.0,18.0,6.6,7.9,218.0,3.5,0.63,170,280,1.8(BDL),85,5(BDL),95,11.2,12.0,2.24,0.51,96.8,68.0,28.8,23.78,16.9,152.0,130.7,46,0.2(BDL),0.5(BDL),2.7,0.2(BDL),,21°21.454’,79°47.942’
